headline,preprocessed_headline,date_std,source
‘Druggie’ stigma making West Australians fearful to try medicinal cannabis,"['‘', 'Druggie', '’', 'stigma', 'making', 'West', 'Australians', 'fearful', 'try', 'medicinal', 'cannabis']",2020-07-31,headline
Mitchell secures European cannabis license,"['Mitchell', 'secures', 'European', 'cannabis', 'license']",2018-07-12,headline
Qld to decide whether medicinal cannabis users should be able to drive,"['Qld', 'decide', 'whether', 'medicinal', 'cannabis', 'user', 'able', 'drive']",2022-08-28,headline
Fresh calls to change state’s medicinal cannabis driving laws,"['Fresh', 'call', 'change', 'state', '’', 'medicinal', 'cannabis', 'driving', 'law']",2023-02-21,headline
Little Green Pharma cultivates first ever medicinal cannabis crop in WA,"['Little', 'Green', 'Pharma', 'cultivates', 'first', 'ever', 'medicinal', 'cannabis', 'crop', 'WA']",2017-12-14,headline
MGC grows medical cannabis patient numbers,"['MGC', 'grows', 'medical', 'cannabis', 'patient', 'number']",2019-09-17,headline
Aust medicinal cannabis ships to Europe,"['Aust', 'medicinal', 'cannabis', 'ship', 'Europe']",2021-01-20,headline
Little Green Pharma and Curtin Uni to develop targeted medicinal cannabis products,"['Little', 'Green', 'Pharma', 'Curtin', 'Uni', 'develop', 'targeted', 'medicinal', 'cannabis', 'product']",2020-01-13,headline
Zelira Therapeutics and Emyria partner to trial medicinal cannabis treatment for autism spectrum disorder,"['Zelira', 'Therapeutics', 'Emyria', 'partner', 'trial', 'medicinal', 'cannabis', 'treatment', 'autism', 'spectrum', 'disorder']",2020-11-08,headline
MGC Pharma executes Czech Republic medical cannabis deal.,"['MGC', 'Pharma', 'executes', 'Czech', 'Republic', 'medical', 'cannabis', 'deal', '.']",2016-12-14,headline
Medicinal marijuana company eyes Canadian opportunity,"['Medicinal', 'marijuana', 'company', 'eye', 'Canadian', 'opportunity']",2016-09-27,headline
MGC clinches key UK medical cannabis deal,"['MGC', 'clinch', 'key', 'UK', 'medical', 'cannabis', 'deal']",2020-08-16,headline
Turnbull plan to give access to medicinal cannabis in 48 hours,"['Turnbull', 'plan', 'give', 'access', 'medicinal', 'cannabis', '48', 'hour']",2018-04-10,headline
MGC kicks off Slovenian medical cannabis research project,"['MGC', 'kick', 'Slovenian', 'medical', 'cannabis', 'research', 'project']",2019-08-26,headline
MGC Pharma gets green light for European cannabis plant,"['MGC', 'Pharma', 'get', 'green', 'light', 'European', 'cannabis', 'plant']",2018-01-28,headline
Women using cannabis to ease endometriosis,"['Women', 'using', 'cannabis', 'ease', 'endometriosis']",2022-01-09,headline
Perth dad Armando Formica fights to fund son’s medicinal cannabis treatment,"['Perth', 'dad', 'Armando', 'Formica', 'fight', 'fund', 'son', '’', 'medicinal', 'cannabis', 'treatment']",2017-12-21,headline
Merchant Group’s bigger stake shakes up board of medicinal cannabis company AusCann,"['Merchant', 'Group', '’', 'bigger', 'stake', 'shake', 'board', 'medicinal', 'cannabis', 'company', 'AusCann']",2019-10-27,headline
‘Little proof’ of medicinal pot benefit,"['‘', 'Little', 'proof', '’', 'medicinal', 'pot', 'benefit']",2016-10-28,headline
Perth medicinal cannabis outfit set for ASX debut,"['Perth', 'medicinal', 'cannabis', 'outfit', 'set', 'ASX', 'debut']",2020-02-11,headline
Medicinal marijuana company raises $4m in placement,"['Medicinal', 'marijuana', 'company', 'raise', '$', '4m', 'placement']",2016-10-10,headline
Senate scraps rules on medicinal cannabis,"['Senate', 'scrap', 'rule', 'medicinal', 'cannabis']",2017-06-13,headline
Access to medicinal cannabis to get easier,"['Access', 'medicinal', 'cannabis', 'get', 'easier']",2017-02-21,headline
MGC cranks up medical cannabis orders,"['MGC', 'crank', 'medical', 'cannabis', 'order']",2019-06-12,headline
MGC to use Malta as springboard into EU cannabis market,"['MGC', 'use', 'Malta', 'springboard', 'EU', 'cannabis', 'market']",2018-05-21,headline
WA medicinal cannabis gets green light,"['WA', 'medicinal', 'cannabis', 'get', 'green', 'light']",2017-08-08,headline
MGC welcomes medical marijuana export plan,"['MGC', 'welcome', 'medical', 'marijuana', 'export', 'plan']",2018-01-05,headline
"MGC, major universities form medical cannabis R&D hub","['MGC', ',', 'major', 'university', 'form', 'medical', 'cannabis', 'R', '&', 'D', 'hub']",2018-11-18,headline
Legalise Cannabis WA MP Brian Walker denies conflict over medicinal cannabis company,"['Legalise', 'Cannabis', 'WA', 'MP', 'Brian', 'Walker', 'denies', 'conflict', 'medicinal', 'cannabis', 'company']",2021-11-06,headline
Zelda Therapeutics surges on deal with pet pot company,"['Zelda', 'Therapeutics', 'surge', 'deal', 'pet', 'pot', 'company']",2017-03-27,headline
MGC Pharma finalises strategic deal with Czech medical cannabis player,"['MGC', 'Pharma', 'finalises', 'strategic', 'deal', 'Czech', 'medical', 'cannabis', 'player']",2017-02-07,headline
Clarkson joins medicinal cannabis firm,"['Clarkson', 'join', 'medicinal', 'cannabis', 'firm']",2021-11-10,headline
New studies question the ability of medicinal cannabis to help in pain relief,"['New', 'study', 'question', 'ability', 'medicinal', 'cannabis', 'help', 'pain', 'relief']",2018-09-19,headline
Medical oncologist Peter Grimison tells Cancer Council WA lecture doctors are still not convinced medicinal cannabis works,"['Medical', 'oncologist', 'Peter', 'Grimison', 'tell', 'Cancer', 'Council', 'WA', 'lecture', 'doctor', 'still', 'convinced', 'medicinal', 'cannabis', 'work']",2017-10-19,headline
Funding boosts SW as medical cannabis supplier,"['Funding', 'boost', 'SW', 'medical', 'cannabis', 'supplier']",2020-08-05,headline
Collie’s Cannaponics to produce first medicinal cannabis within a year as works on hub gets under way,"['Collie', '’', 'Cannaponics', 'produce', 'first', 'medicinal', 'cannabis', 'within', 'year', 'work', 'hub', 'get', 'way']",2021-07-26,headline
First medicinal cannabis drug goes on PBS,"['First', 'medicinal', 'cannabis', 'drug', 'go', 'PBS']",2021-04-29,headline
Medicinal marijuana firm raises $5m,"['Medicinal', 'marijuana', 'firm', 'raise', '$', '5m']",2016-02-29,headline
"Medicinal cannabis not miracle epilepsy drug, says professor treating Victorian children","['Medicinal', 'cannabis', 'miracle', 'epilepsy', 'drug', ',', 'say', 'professor', 'treating', 'Victorian', 'child']",2017-10-28,headline
Cannabis driving less risk than some drugs,"['Cannabis', 'driving', 'le', 'risk', 'drug']",2021-06-11,headline
MGC to conduct medical cannabis driving trials,"['MGC', 'conduct', 'medical', 'cannabis', 'driving', 'trial']",2019-08-22,headline
MGC Pharma on track to complete medical cannabis extraction facility in Slovenia,"['MGC', 'Pharma', 'track', 'complete', 'medical', 'cannabis', 'extraction', 'facility', 'Slovenia']",2017-02-20,headline
MGC to receive first batch of cannabis dementia drug,"['MGC', 'receive', 'first', 'batch', 'cannabis', 'dementia', 'drug']",2019-12-19,headline
Perth flu jab victim Saba Button given medical cannabis,"['Perth', 'flu', 'jab', 'victim', 'Saba', 'Button', 'given', 'medical', 'cannabis']",2018-06-22,headline
Algae.Tec to spin off cannabis assets for new float,"['Algae.Tec', 'spin', 'cannabis', 'asset', 'new', 'float']",2018-06-08,headline
Government approves medicinal cannabis exportation,"['Government', 'approves', 'medicinal', 'cannabis', 'exportation']",2018-01-04,headline
50kg of cannabis product for Algae.Tec,"['50kg', 'cannabis', 'product', 'Algae.Tec']",2018-06-14,headline
Medicinal marijuana: SA doctors least likely to prescribe legal cannabis,"['Medicinal', 'marijuana', ':', 'SA', 'doctor', 'least', 'likely', 'prescribe', 'legal', 'cannabis']",2020-03-28,headline
Medicinal cannabis oil producer Jenny Hallam’s trial to be held in February 2019,"['Medicinal', 'cannabis', 'oil', 'producer', 'Jenny', 'Hallam', '’', 'trial', 'held', 'February', '2019']",2018-03-01,headline
MGC locks in Israeli distributor for CannEpil sales,"['MGC', 'lock', 'Israeli', 'distributor', 'CannEpil', 'sale']",2020-06-15,headline
Australian government launches new medical cannabis guidelines,"['Australian', 'government', 'launch', 'new', 'medical', 'cannabis', 'guideline']",2017-12-21,headline
MGC Pharma signs RMIT landmark cannabis research deal,"['MGC', 'Pharma', 'sign', 'RMIT', 'landmark', 'cannabis', 'research', 'deal']",2017-05-02,headline
Should WA loosen its control of medicinal cannabis prescriptions? Here are the arguments,"['Should', 'WA', 'loosen', 'control', 'medicinal', 'cannabis', 'prescription', '?', 'Here', 'argument']",2020-12-31,headline
Parents pin hopes on medical cannabis trial for children with epilepsy,"['Parents', 'pin', 'hope', 'medical', 'cannabis', 'trial', 'child', 'epilepsy']",2015-03-23,headline
"Medicinal cannabis the right oil for Ellie the Staffy, her owner believes","['Medicinal', 'cannabis', 'right', 'oil', 'Ellie', 'Staffy', ',', 'owner', 'belief']",2016-07-13,headline
Not enough evidence to use medicinal cannabis for mental disorders,"['Not', 'enough', 'evidence', 'use', 'medicinal', 'cannabis', 'mental', 'disorder']",2019-10-30,headline
"Cannabis will be taken off WADA banned list, says top sports doctor","['Cannabis', 'taken', 'WADA', 'banned', 'list', ',', 'say', 'top', 'sport', 'doctor']",2022-02-03,headline
"Doctors still sceptical of medicinal cannabis, study finds","['Doctors', 'still', 'sceptical', 'medicinal', 'cannabis', ',', 'study', 'find']",2019-05-11,headline
NSW Premier Mike Baird to open medicinal cannabis symposium,"['NSW', 'Premier', 'Mike', 'Baird', 'open', 'medicinal', 'cannabis', 'symposium']",2014-11-16,headline
Huge new hub for medicinal cannabis sleep capsules,"['Huge', 'new', 'hub', 'medicinal', 'cannabis', 'sleep', 'capsule']",,headline
MPs push to legalise medicinal cannabis for drivers,"['MPs', 'push', 'legalise', 'medicinal', 'cannabis', 'driver']",2023-02-22,headline
Construction to begin on medicinal cannabis farm in Queensland,"['Construction', 'begin', 'medicinal', 'cannabis', 'farm', 'Queensland']",2021-06-17,headline
Medicinal cannabis farm application near Brisbane approved,"['Medicinal', 'cannabis', 'farm', 'application', 'near', 'Brisbane', 'approved']",2018-08-11,headline
Medicinal cannabis trial for Qld,"['Medicinal', 'cannabis', 'trial', 'Qld']",2015-04-19,headline
Medicinal cannabis wafers available in Queensland,"['Medicinal', 'cannabis', 'wafer', 'available', 'Queensland']",2020-05-05,headline
Mum whose son died of cancer calls for better access to medicinal cannabis,"['Mum', 'whose', 'son', 'died', 'cancer', 'call', 'better', 'access', 'medicinal', 'cannabis']",2023-02-24,headline
Queensland proposal to open up medicinal cannabis access,"['Queensland', 'proposal', 'open', 'medicinal', 'cannabis', 'access']",2018-11-13,headline
Legal Cannabis,"['Legal', 'Cannabis']",,headline
"No medicinal cannabis trial for WA, Health Minister Kim Hames says","['No', 'medicinal', 'cannabis', 'trial', 'WA', ',', 'Health', 'Minister', 'Kim', 'Hames', 'say']",2015-04-19,headline
WA legalises medicinal marijuana,"['WA', 'legalises', 'medicinal', 'marijuana']",2016-10-28,headline
GPs prescribing cannabis could be just what the doctor ordered,"['GPs', 'prescribing', 'cannabis', 'could', 'doctor', 'ordered']",2018-02-20,headline
World-first medicinal cannabis trial for Queensland palliative care patients receives funding,"['World-first', 'medicinal', 'cannabis', 'trial', 'Queensland', 'palliative', 'care', 'patient', 'receives', 'funding']",2018-02-03,headline
Perth set to embrace medicinal cannabis in 2016,"['Perth', 'set', 'embrace', 'medicinal', 'cannabis', '2016']",2015-12-02,headline
Perth medicinal marijuana company Phytotech starts trading on a high,"['Perth', 'medicinal', 'marijuana', 'company', 'Phytotech', 'start', 'trading', 'high']",2015-01-22,headline
Medicinal cannabis has given Perth girl a life ... but for how long?,"['Medicinal', 'cannabis', 'given', 'Perth', 'girl', 'life', '...', 'long', '?']",2018-04-24,headline
Medicinal cannabis to be legalised in Australia from November,"['Medicinal', 'cannabis', 'legalised', 'Australia', 'November']",2016-09-01,headline
Plans for medicinal cannabis hub in Queensland,"['Plans', 'medicinal', 'cannabis', 'hub', 'Queensland']",2018-04-30,headline
‘Easy prey’: How state of WA took a man’s house over five cannabis plants,"['‘', 'Easy', 'prey', '’', ':', 'How', 'state', 'WA', 'took', 'man', '’', 'house', 'five', 'cannabis', 'plant']",2022-02-28,headline
"Not just a drug, it's a cure: Medicinal cannabis advocate in Perth to speak about promising autism study","['Not', 'drug', ',', ""'s"", 'cure', ':', 'Medicinal', 'cannabis', 'advocate', 'Perth', 'speak', 'promising', 'autism', 'study']",2018-02-07,headline
Former WA miner IGS makes strides in bid to enter medicinal marijuana industry,"['Former', 'WA', 'miner', 'IGS', 'make', 'stride', 'bid', 'enter', 'medicinal', 'marijuana', 'industry']",2015-08-11,headline
WA State Government to 'fast-track' medicinal cannabis prescriptions,"['WA', 'State', 'Government', ""'fast-track"", ""'"", 'medicinal', 'cannabis', 'prescription']",2017-05-21,headline
Smoke and mirrors cloud WA cannabis trials: Dr Joe Kosterich,"['Smoke', 'mirror', 'cloud', 'WA', 'cannabis', 'trial', ':', 'Dr', 'Joe', 'Kosterich']",2017-06-06,headline
"First legal, commercial medicinal cannabis arrives in Perth","['First', 'legal', ',', 'commercial', 'medicinal', 'cannabis', 'arrives', 'Perth']",2017-05-04,headline
Medical cannabis on WA Labor's agenda,"['Medical', 'cannabis', 'WA', 'Labor', ""'s"", 'agenda']",2014-07-06,headline
Twin nurses back medical cannabis,"['Twin', 'nurse', 'back', 'medical', 'cannabis']",2021-06-01,headline
NSW government to fund three trials of medical cannabis,"['NSW', 'government', 'fund', 'three', 'trial', 'medical', 'cannabis']",2014-12-21,headline
The 'Thailand twist': How a WA man believes he can secure legal medical cannabis year-round,"['The', ""'Thailand"", 'twist', ""'"", ':', 'How', 'WA', 'man', 'belief', 'secure', 'legal', 'medical', 'cannabis', 'year-round']",2019-04-21,headline
AMAQ urges cannabis caution before trial at Lady Cilento Children's Hospital,"['AMAQ', 'urge', 'cannabis', 'caution', 'trial', 'Lady', 'Cilento', 'Children', ""'s"", 'Hospital']",2015-10-21,headline
Legal cannabis in ACT could pave way for further decriminalisation,"['Legal', 'cannabis', 'ACT', 'could', 'pave', 'way', 'decriminalisation']",2019-09-27,headline
Medical cannabis delivery on offer,"['Medical', 'cannabis', 'delivery', 'offer']",2022-03-20,headline
Blindfolds and fake names: Inside a 'top-secret' legal Australian cannabis grow room,"['Blindfolds', 'fake', 'name', ':', 'Inside', ""'top-secret"", ""'"", 'legal', 'Australian', 'cannabis', 'grow', 'room']",2019-08-09,headline
War veteran calls for legal overhaul after losing licence after driving with medicinal cannabis,"['War', 'veteran', 'call', 'legal', 'overhaul', 'losing', 'licence', 'driving', 'medicinal', 'cannabis']",2022-10-31,headline
New chain of medicinal cannabis clinics to open in Australia,"['New', 'chain', 'medicinal', 'cannabis', 'clinic', 'open', 'Australia']",2019-07-22,headline
Would you treat your dog or cat with medicinal cannabis?,"['Would', 'treat', 'dog', 'cat', 'medicinal', 'cannabis', '?']",2018-07-21,headline
Perth company edges closer to Cannabis nasal spray epilepsy treatment,"['Perth', 'company', 'edge', 'closer', 'Cannabis', 'nasal', 'spray', 'epilepsy', 'treatment']",2016-03-03,headline
Pot luck: Australia’s $2 billion cannabis stock sector on a high,"['Pot', 'luck', ':', 'Australia', '’', '$', '2', 'billion', 'cannabis', 'stock', 'sector', 'high']",2021-04-10,headline
"After the highs, pot stocks come back to earth","['After', 'high', ',', 'pot', 'stock', 'come', 'back', 'earth']",2019-06-29,headline
Perth parents join Opposition leader in push to legalise medicinal cannabis,"['Perth', 'parent', 'join', 'Opposition', 'leader', 'push', 'legalise', 'medicinal', 'cannabis']",2014-10-05,headline
Green progress: WA's first medicinal cannabis-specific clinic opens,"['Green', 'progress', ':', 'WA', ""'s"", 'first', 'medicinal', 'cannabis-specific', 'clinic', 'open']",2018-12-12,headline
National marijuana legalisation inches closer with new bill,"['National', 'marijuana', 'legalisation', 'inch', 'closer', 'new', 'bill']",2014-11-22,headline
Rules relaxed as WA GPs get go-ahead to prescribe medical cannabis,"['Rules', 'relaxed', 'WA', 'GPs', 'get', 'go-ahead', 'prescribe', 'medical', 'cannabis']",2019-11-12,headline
Victoria to grow its own medical marijuana,"['Victoria', 'grow', 'medical', 'marijuana']",2015-10-06,headline
Majority of Australians support medical marijuana,"['Majority', 'Australians', 'support', 'medical', 'marijuana']",2014-07-23,headline
Queensland primed for legal cannabis industry,"['Queensland', 'primed', 'legal', 'cannabis', 'industry']",2016-02-29,headline
Lady Cilento Hospital 'likely' site for cannabis trial,"['Lady', 'Cilento', 'Hospital', ""'likely"", ""'"", 'site', 'cannabis', 'trial']",2015-10-20,headline
Smoking hot careers in medical cannabis,"['Smoking', 'hot', 'career', 'medical', 'cannabis']",2018-01-17,headline
High on the list of priorities: Cannabis beauty takes off,"['High', 'list', 'priority', ':', 'Cannabis', 'beauty', 'take']",2018-04-16,headline
Lucy Haslam: government too slow on medical marijuana,"['Lucy', 'Haslam', ':', 'government', 'slow', 'medical', 'marijuana']",2015-03-31,headline
NSW Premier Mike Baird open to supporting bill to decriminalise medical marijuana,"['NSW', 'Premier', 'Mike', 'Baird', 'open', 'supporting', 'bill', 'decriminalise', 'medical', 'marijuana']",2014-05-30,headline
Perth Glory owner Tony Sage purchases controlling stake in medicinal marijuana company,"['Perth', 'Glory', 'owner', 'Tony', 'Sage', 'purchase', 'controlling', 'stake', 'medicinal', 'marijuana', 'company']",2015-11-04,headline
Cannabis cultivation trial set for Victoria,"['Cannabis', 'cultivation', 'trial', 'set', 'Victoria']",2015-09-10,headline
"Medical cannabis a potential treatment for cannabis addiction, study finds","['Medical', 'cannabis', 'potential', 'treatment', 'cannabis', 'addiction', ',', 'study', 'find']",2019-07-16,headline
WA Health Minister Kim Hames pushes to legalise medicinal marijuana,"['WA', 'Health', 'Minister', 'Kim', 'Hames', 'push', 'legalise', 'medicinal', 'marijuana']",2014-09-15,headline
Giving medical marijuana the green light,"['Giving', 'medical', 'marijuana', 'green', 'light']",2014-07-25,headline
Uniting Church backs medical cannabis in WA,"['Uniting', 'Church', 'back', 'medical', 'cannabis', 'WA']",2014-09-15,headline
Group pushes for Canberra cannabis dispensary,"['Group', 'push', 'Canberra', 'cannabis', 'dispensary']",2016-04-03,headline
States to join NSW medical marijuana trials,"['States', 'join', 'NSW', 'medical', 'marijuana', 'trial']",2015-04-18,headline
Marijuana: an illegal weed or a needed medicine?,"['Marijuana', ':', 'illegal', 'weed', 'needed', 'medicine', '?']",2014-03-28,headline
Hope for patients struggling to pay for medical cannabis,"['Hope', 'patient', 'struggling', 'pay', 'medical', 'cannabis']",2022-02-11,headline
"Cannabis crops win bipartisan backing, but still need federal approval","['Cannabis', 'crop', 'win', 'bipartisan', 'backing', ',', 'still', 'need', 'federal', 'approval']",2015-09-11,headline
"Laura is prescribed cannabis, but she still relies on the black market","['Laura', 'prescribed', 'cannabis', ',', 'still', 'relies', 'black', 'market']",2019-02-20,headline
King of Cannabis Nevil Schoenmakers sends new pot Stemcell United stock up 8300% in less than 48 hours,"['King', 'Cannabis', 'Nevil', 'Schoenmakers', 'sends', 'new', 'pot', 'Stemcell', 'United', 'stock', '8300', '%', 'le', '48', 'hour']",2017-03-14,headline
Getting the dope on 'medical marijuana',"['Getting', 'dope', ""'medical"", 'marijuana', ""'""]",2016-08-15,headline
Major health insurer becomes first in Australia to support medical cannabis treatments,"['Major', 'health', 'insurer', 'becomes', 'first', 'Australia', 'support', 'medical', 'cannabis', 'treatment']",2020-11-10,headline
Lots of pot but no peace at The Hydroponics Company,"['Lots', 'pot', 'peace', 'The', 'Hydroponics', 'Company']",2018-02-07,headline
"Gran, with an auto-immune disease, calls for cannabis to be legal","['Gran', ',', 'auto-immune', 'disease', ',', 'call', 'cannabis', 'legal']",2019-11-20,headline
"Perth family battles daughter's brain disorder, hopes cannabis will one day help","['Perth', 'family', 'battle', 'daughter', ""'s"", 'brain', 'disorder', ',', 'hope', 'cannabis', 'one', 'day', 'help']",2016-04-15,headline
Premier moved by plight of children to green light cannabis trials,"['Premier', 'moved', 'plight', 'child', 'green', 'light', 'cannabis', 'trial']",2015-04-19,headline
Drug reform,"['Drug', 'reform']",,headline
Legal Cannabis,"['Legal', 'Cannabis']",,headline
Top medico Alex Wodak urges intervention to curb black market for illness marijuana,"['Top', 'medico', 'Alex', 'Wodak', 'urge', 'intervention', 'curb', 'black', 'market', 'illness', 'marijuana']",2014-08-27,headline
"Tasmania to green light cannabis farming, Capital Mining in deal for first licence","['Tasmania', 'green', 'light', 'cannabis', 'farming', ',', 'Capital', 'Mining', 'deal', 'first', 'licence']",2015-04-16,headline
Trial of cannabis pain drug to bring sufferers ‘back to the light’,"['Trial', 'cannabis', 'pain', 'drug', 'bring', 'sufferer', '‘', 'back', 'light', '’']",2021-07-27,headline
Medical marijuana poised to become boom local industry,"['Medical', 'marijuana', 'poised', 'become', 'boom', 'local', 'industry']",2015-06-11,headline
Experts recruit bad sleepers for cannabis trial,"['Experts', 'recruit', 'bad', 'sleeper', 'cannabis', 'trial']",2022-11-04,headline
McGowan snuffs out WA legalised cannabis plan,"['McGowan', 'snuff', 'WA', 'legalised', 'cannabis', 'plan']",2022-06-21,headline
Cannabis to stay illegal in Queensland: Cameron Dick,"['Cannabis', 'stay', 'illegal', 'Queensland', ':', 'Cameron', 'Dick']",2016-03-01,headline
Perth's mum's frustration: 'medicinal marijuana' legal in WA but inaccessible,"['Perth', ""'s"", 'mum', ""'s"", 'frustration', ':', ""'medicinal"", 'marijuana', ""'"", 'legal', 'WA', 'inaccessible']",2015-09-22,headline
Medical marijuana versus the alternatives ... let's apply logic,"['Medical', 'marijuana', 'versus', 'alternative', '...', 'let', ""'s"", 'apply', 'logic']",2014-10-17,headline
Legal-cannabis debate must continue,"['Legal-cannabis', 'debate', 'must', 'continue']",2015-01-12,headline
Greens want to legalise cannabis for all adults,"['Greens', 'want', 'legalise', 'cannabis', 'adult']",2018-04-16,headline
Medical cannabis 'inevitable',"['Medical', 'cannabis', ""'inevitable"", ""'""]",,headline
"Cannabis law delays will leave thousands suffering needlessly, say advocates","['Cannabis', 'law', 'delay', 'leave', 'thousand', 'suffering', 'needlessly', ',', 'say', 'advocate']",2015-08-13,headline
Cannabis growers tell court they joined Liberal Party to push legal marijuana,"['Cannabis', 'grower', 'tell', 'court', 'joined', 'Liberal', 'Party', 'push', 'legal', 'marijuana']",2016-11-07,headline
Call to reform drug driving laws as study shows impairment lasts hours,"['Call', 'reform', 'drug', 'driving', 'law', 'study', 'show', 'impairment', 'last', 'hour']",2021-04-11,headline
ACT medical marijuana scheme rejected by Legislative Assembly report,"['ACT', 'medical', 'marijuana', 'scheme', 'rejected', 'Legislative', 'Assembly', 'report']",2015-08-13,headline
Queensland takes 'wait and see' approach to medical marijuana,"['Queensland', 'take', ""'wait"", 'see', ""'"", 'approach', 'medical', 'marijuana']",2015-03-18,headline
Self-treating with cannabis oil 'fraught with risk',"['Self-treating', 'cannabis', 'oil', ""'fraught"", 'risk', ""'""]",2016-03-23,headline
Ross Smith to list Phytotech Medical to capitalise on medical marijuana industry,"['Ross', 'Smith', 'list', 'Phytotech', 'Medical', 'capitalise', 'medical', 'marijuana', 'industry']",2014-12-04,headline
Queensland cracks down on cannabis as Canada moves to tax legal use,"['Queensland', 'crack', 'cannabis', 'Canada', 'move', 'tax', 'legal', 'use']",2016-05-07,headline
How black market drugs gave this 68-year-old Bunbury woman 'pure happiness',"['How', 'black', 'market', 'drug', 'gave', '68-year-old', 'Bunbury', 'woman', ""'pure"", 'happiness', ""'""]",2019-03-28,headline
Medicinal cannabis clinic offers fresh start to chronic pain sufferer,"['Medicinal', 'cannabis', 'clinic', 'offer', 'fresh', 'start', 'chronic', 'pain', 'sufferer']",2018-12-12,headline
It’s all talk and no action on medicinal cannabis,"['It', '’', 'talk', 'action', 'medicinal', 'cannabis']",2016-03-03,headline
Perth company Little Green Pharma grows WA’s first medicinal cannabis crop,"['Perth', 'company', 'Little', 'Green', 'Pharma', 'grows', 'WA', '’', 'first', 'medicinal', 'cannabis', 'crop']",2017-12-14,headline
Pauline Hanson makes plea over medicinal cannabis,"['Pauline', 'Hanson', 'make', 'plea', 'medicinal', 'cannabis']",2017-01-08,headline
UWA researchers to lead world-first study into effect of medicinal cannabis on insomnia,"['UWA', 'researcher', 'lead', 'world-first', 'study', 'effect', 'medicinal', 'cannabis', 'insomnia']",2018-04-29,headline
Green light for medicinal cannabis in WA,"['Green', 'light', 'medicinal', 'cannabis', 'WA']",2017-05-04,headline
Medicinal cannabis clinics fined over ads,"['Medicinal', 'cannabis', 'clinic', 'fined', 'ad']",2022-10-31,headline
$33.7m donation for medicinal cannabis research inspired by love for suffering granddaughter,"['$', '33.7m', 'donation', 'medicinal', 'cannabis', 'research', 'inspired', 'love', 'suffering', 'granddaughter']",2015-06-12,headline
Fresh calls to change state’s medicinal cannabis driving laws,"['Fresh', 'call', 'change', 'state', '’', 'medicinal', 'cannabis', 'driving', 'law']",2023-02-21,headline
"Parents of toddler Cooper, treated with medicinal cannabis, told police would be called if drug used again","['Parents', 'toddler', 'Cooper', ',', 'treated', 'medicinal', 'cannabis', ',', 'told', 'police', 'would', 'called', 'drug', 'used']",2014-09-29,headline
Medical cannabis licence granted to WA company AusCann,"['Medical', 'cannabis', 'licence', 'granted', 'WA', 'company', 'AusCann']",2017-08-08,headline
Medicinal cannabis crops will be grown on the outskirts of Perth,"['Medicinal', 'cannabis', 'crop', 'grown', 'outskirt', 'Perth']",2016-12-17,headline
McGowan government improves access to medicinal cannabis in WA,"['McGowan', 'government', 'improves', 'access', 'medicinal', 'cannabis', 'WA']",2019-11-11,headline
WA health minister launches plan to ease access to medicinal cannabis,"['WA', 'health', 'minister', 'launch', 'plan', 'ease', 'access', 'medicinal', 'cannabis']",2018-04-13,headline
Baldivis Family Medical Centre inundated with requests for medicinal cannabis,"['Baldivis', 'Family', 'Medical', 'Centre', 'inundated', 'request', 'medicinal', 'cannabis']",2018-07-25,headline
WA Premier Mark McGowan to discuss medicinal cannabis with medical leaders,"['WA', 'Premier', 'Mark', 'McGowan', 'discus', 'medicinal', 'cannabis', 'medical', 'leader']",2017-05-21,headline
Drug and research giants are eyeing Victoria to grow medicinal cannabis crops,"['Drug', 'research', 'giant', 'eyeing', 'Victoria', 'grow', 'medicinal', 'cannabis', 'crop']",2016-10-29,headline
Medicinal cannabis trial for Tourette syndrome patients at Wesley,"['Medicinal', 'cannabis', 'trial', 'Tourette', 'syndrome', 'patient', 'Wesley']",2018-02-27,headline
Doctors say getting permission to prescribe medicinal cannabis is too difficult in SA,"['Doctors', 'say', 'getting', 'permission', 'prescribe', 'medicinal', 'cannabis', 'difficult', 'SA']",2017-03-30,headline
‘Serious risk to your health’: Black market warning on medicinal cannabis,"['‘', 'Serious', 'risk', 'health', '’', ':', 'Black', 'market', 'warning', 'medicinal', 'cannabis']",2021-05-02,headline
Governments bicker over who subsidises medicinal cannabis,"['Governments', 'bicker', 'subsidises', 'medicinal', 'cannabis']",2017-03-23,headline
Medicinal cannabis legalisation: sick ‘will mull options’,"['Medicinal', 'cannabis', 'legalisation', ':', 'sick', '‘', 'mull', 'option', '’']",2016-11-07,headline
NSW medicinal weed users want to drive,"['NSW', 'medicinal', 'weed', 'user', 'want', 'drive']",2022-06-15,headline
WA doctor says 'medicinal cannabis could help sick children at PMH next year',"['WA', 'doctor', 'say', ""'medicinal"", 'cannabis', 'could', 'help', 'sick', 'child', 'PMH', 'next', 'year', ""'""]",2016-11-24,headline
Andrews Government announces medicinal cannabis trial for people with terminal or life-threatening illnesses,"['Andrews', 'Government', 'announces', 'medicinal', 'cannabis', 'trial', 'people', 'terminal', 'life-threatening', 'illness']",2015-04-19,headline
Perth mum uses hemp oil medicinal cannabis to treat daughter with rare disease,"['Perth', 'mum', 'us', 'hemp', 'oil', 'medicinal', 'cannabis', 'treat', 'daughter', 'rare', 'disease']",2015-08-08,headline
